"subtopics","paper","conf","year","status","topic"
"8","1570207185","11","2015","2","1"
"8","73557","2","2010","2","1"
"8","150082","12","2016","1","1"
"8","121413","8","2014","1","1"
"8","1570290762","13","2016","1","1"
"8","121647","8","2014","2","1"
"8","62418","1","2010","2","1"
"8","1570206671","11","2015","2","1"
"8","149805","12","2016","1","1"
"8","1570285094","13","2016","1","1"
"8","70836","2","2010","2","1"
"8","106421","6","2012","1","1"
"8","108748","7","2013","1","1"
"8","94103","5","2012","1","1"
"8","1570288476","13","2016","1","1"
"8","134566","9","2015","1","1"
"8","106634","6","2012","1","1"
"8","106209","7","2013","1","1"
"8","1570164177","10","2015","1","1"
"8","84323","4","2011","1","1"
"8","1570161747","10","2015","1","1"
"8","99257","6","2012","2","1"
"8","62428","1","2010","2","1"
"8","107315","7","2013","1","1"
"8","163866","14","2017","1","1"
"8","121392","8","2014","1","1"
"8","106683","7","2013","1","1"
"8","150495","12","2016","1","1"
"8","150119","12","2016","2","1"
"8","134556","9","2015","1","1"
"8","121750","8","2014","1","1"
"8","121690","8","2014","1","1"
"8","134607","9","2015","1","1"
"8","137449","9","2015","2","1"
"8","163898","14","2017","1","1"
"8","1570206511","11","2015","2","1"
"8","150439","12","2016","1","1"
"8","137476","9","2015","1","1"
"8","1570164527","10","2015","2","1"
"8","135562","9","2015","1","1"
"8","94108","5","2012","1","1"
"8","150427","12","2016","1","1"
"8","149590","12","2016","2","1"
"8","1570282605","13","2016","1","1"
"8","62542","1","2010","1","1"
"8","84251","4","2011","1","1"
"8","163971","14","2017","1","1"
"8","106767","7","2013","1","1"
"8","120966","8","2014","1","1"
"8","150137","12","2016","1","1"
"8","163901","14","2017","2","1"
"8","150038","12","2016","2","1"
"8","163955","14","2017","1","1"
"8","106955","7","2013","1","1"
"8","137398","9","2015","1","1"
"8","137516","9","2015","1","1"
"8","1570165241","10","2015","1","1"
"9","94020","5","2012","1","1"
"9","1570197151","11","2015","2","1"
"9","1570287842","13","2016","2","1"
"9","150506","12","2016","2","1"
"9","149638","12","2016","2","1"
"9","88558","4","2011","1","1"
"9","150481","12","2016","1","1"
"9","163943","14","2017","2","1"
"9","164217","14","2017","1","1"
"9","1570163815","10","2015","1","1"
"9","163940","14","2017","2","1"
"9","150484","12","2016","1","1"
"9","1570197477","11","2015","2","1"
"9","106882","7","2013","2","1"
"9","121688","8","2014","2","1"
"9","163795","14","2017","1","1"
"9","163862","14","2017","2","1"
"9","1570287677","13","2016","2","1"
"9","164318","14","2017","1","1"
"9","1570280496","13","2016","2","1"
"9","1570196959","11","2015","1","1"
"9","150072","12","2016","1","1"
"9","150094","12","2016","1","1"
"9","150500","12","2016","2","1"
"9","1570179447","11","2015","1","1"
"9","108821","7","2013","1","1"
"9","1570287869","13","2016","2","1"
"9","1570169283","10","2015","2","1"
"9","1570287870","13","2016","1","1"
"9","163263","14","2017","2","1"
"9","164210","14","2017","1","1"
"9","134620","9","2015","1","1"
"9","149652","12","2016","1","1"
"9","137434","9","2015","1","1"
"9","1570172717","10","2015","2","1"
"9","163769","14","2017","2","1"
"9","163848","14","2017","1","1"
"9","1570287291","13","2016","1","1"
"9","149647","12","2016","2","1"
"9","148808","12","2016","1","1"
"9","137456","9","2015","1","1"
"9","91432","5","2012","2","1"
"9","149805","12","2016","1","1"
"9","150119","12","2016","2","1"
"9","150019","12","2016","1","1"
"9","108093","7","2013","1","1"
"9","164234","14","2017","1","1"
"9","1570191545","11","2015","1","1"
"9","163906","14","2017","1","1"
"9","163973","14","2017","2","1"
"9","150503","12","2016","2","1"
"9","163898","14","2017","1","1"
"9","121750","8","2014","1","1"
"9","137398","9","2015","1","1"
"9","149675","12","2016","1","1"
"9","163910","14","2017","1","1"
"9","108366","6","2012","1","1"
"9","1570206201","11","2015","1","1"
"9","137386","9","2015","1","1"
"9","137431","9","2015","1","1"
"9","137449","9","2015","2","1"
"9","163871","14","2017","1","1"
"9","1570172683","10","2015","1","1"
"9","134386","9","2015","1","1"
"9","150122","12","2016","1","1"
"9","150160","12","2016","1","1"
"9","137436","9","2015","1","1"
"9","121674","8","2014","1","1"
"9","1570189415","11","2015","1","1"
"9","108133","6","2012","1","1"
"9","1570206455","11","2015","1","1"
"9","149664","12","2016","1","1"
"9","164312","14","2017","1","1"
"9","134608","9","2015","1","1"
"9","121693","8","2014","1","1"
"9","137452","9","2015","2","1"
"9","121584","8","2014","1","1"
"9","1570206621","11","2015","1","1"
"9","163928","14","2017","2","1"
"9","137422","9","2015","1","1"
"9","121696","8","2014","1","1"
"9","134591","9","2015","1","1"
"9","137342","9","2015","1","1"
"9","149804","12","2016","1","1"
"9","163913","14","2017","1","1"
"9","1570291023","13","2016","2","1"
"9","137500","9","2015","1","1"
"9","150110","12","2016","2","1"
"9","1570291076","13","2016","2","1"
"9","1570205747","11","2015","1","1"
"9","121306","8","2014","1","1"
"9","1570206449","11","2015","1","1"
"9","149305","12","2016","2","1"
"9","108743","7","2013","1","1"
"9","137484","9","2015","1","1"
"9","150143","12","2016","1","1"
"9","134515","9","2015","1","1"
"9","73867","2","2010","1","1"
"9","108812","7","2013","1","1"
"9","1570160519","10","2015","1","1"
"9","150065","12","2016","1","1"
"9","108764","7","2013","2","1"
"9","137481","9","2015","1","1"
"9","137357","9","2015","1","1"
"9","1570164527","10","2015","2","1"
"9","163880","14","2017","1","1"
"9","150135","12","2016","2","1"
"9","1570287577","13","2016","2","1"
"9","1570290687","13","2016","1","1"
"9","107197","7","2013","2","1"
"9","1570172565","10","2015","2","1"
"9","163693","14","2017","1","1"
"9","1570287662","13","2016","2","1"
"9","163946","14","2017","1","1"
"9","137486","9","2015","1","1"
"9","149624","12","2016","1","1"
"9","1570165505","10","2015","1","1"
"9","101087","6","2012","1","1"
"9","163955","14","2017","1","1"
"9","134609","9","2015","2","1"
"9","150073","12","2016","2","1"
"9","121677","8","2014","1","1"
"9","149635","12","2016","1","1"
"9","164230","14","2017","2","1"
"9","150392","12","2016","2","1"
"9","163846","14","2017","1","1"
"9","108762","7","2013","1","1"
"9","150025","12","2016","1","1"
"9","137516","9","2015","1","1"
"9","94093","5","2012","1","1"
"9","137439","9","2015","1","1"
"9","164306","14","2017","2","1"
"9","164238","14","2017","1","1"
"9","164225","14","2017","1","1"
"9","106654","7","2013","1","1"
"9","108132","6","2012","1","1"
"9","120965","8","2014","2","1"
"9","121348","8","2014","2","1"
"9","121647","8","2014","2","1"
"9","1570163151","10","2015","1","1"
"9","149676","12","2016","1","1"
"9","137374","9","2015","2","1"
"9","1570160455","10","2015","2","1"
"9","108836","7","2013","1","1"
"9","107215","7","2013","1","1"
"9","1570206511","11","2015","2","1"
"9","62301","1","2010","2","1"
"9","137611","9","2015","1","1"
"9","163895","14","2017","2","1"
"9","163969","14","2017","1","1"
"9","134537","9","2015","1","1"
"9","1570290979","13","2016","2","1"
"9","1570282648","13","2016","1","1"
"9","137485","9","2015","2","1"
"9","150467","12","2016","1","1"
"9","1570290823","13","2016","2","1"
"9","93930","5","2012","1","1"
"9","149807","12","2016","1","1"
"9","1570291865","13","2016","1","1"
"9","150427","12","2016","1","1"
"9","163934","14","2017","1","1"
"9","121785","8","2014","1","1"
"9","92734","5","2012","1","1"
"9","1570165239","10","2015","2","1"
"9","149669","12","2016","1","1"
"9","121709","8","2014","1","1"
"9","150152","12","2016","1","1"
"9","1570196567","11","2015","2","1"
"9","1570287245","13","2016","2","1"
"9","1570286355","13","2016","1","1"
"9","1570153915","10","2015","2","1"
"9","137354","9","2015","1","1"
"9","150172","12","2016","1","1"
"9","1570207185","11","2015","2","1"
"9","1570287526","13","2016","1","1"
"9","164240","14","2017","1","1"
"9","1570288476","13","2016","1","1"
"9","149889","12","2016","1","1"
"9","1570192701","11","2015","1","1"
"9","134607","9","2015","1","1"
"9","1570287340","13","2016","2","1"
"9","121175","8","2014","1","1"
"9","1570291156","13","2016","1","1"
"9","137493","9","2015","1","1"
"9","134690","9","2015","2","1"
"9","1570206661","11","2015","1","1"
"9","1570282349","13","2016","2","1"
"9","164005","14","2017","2","1"
"9","121635","8","2014","2","1"
"9","94104","5","2012","1","1"
"9","149581","12","2016","1","1"
"9","121695","8","2014","1","1"
"9","1570287120","13","2016","2","1"
"9","149643","12","2016","1","1"
"9","1570196545","11","2015","2","1"
"9","163812","14","2017","1","1"
"9","85646","4","2011","2","1"
"9","163956","14","2017","1","1"
"9","163950","14","2017","2","1"
"9","1570206425","11","2015","1","1"
"9","1570165213","10","2015","1","1"
"9","163907","14","2017","2","1"
"9","1570165193","10","2015","2","1"
"9","1570165361","10","2015","2","1"
"9","1570287768","13","2016","2","1"
"9","1570282185","13","2016","2","1"
"9","121548","8","2014","1","1"
"9","137468","9","2015","1","1"
"9","134644","9","2015","1","1"
"9","1570287850","13","2016","1","1"
"9","1570162837","10","2015","2","1"
"9","1570280956","13","2016","2","1"
"9","108819","7","2013","1","1"
"9","108810","7","2013","1","1"
"9","80848","3","2011","2","1"
"9","121684","8","2014","2","1"
"9","1570172843","10","2015","2","1"
"9","137335","9","2015","1","1"
"9","121836","8","2014","1","1"
"9","164213","14","2017","1","1"
"9","137433","9","2015","1","1"
"9","163864","14","2017","1","1"
"9","149649","12","2016","1","1"
"9","137387","9","2015","2","1"
"9","94080","5","2012","1","1"
"10","106511","7","2013","1","1"
"10","92802","5","2012","1","1"
"10","73894","2","2010","2","1"
"10","94112","5","2012","1","1"
"10","92902","5","2012","1","1"
"10","164209","14","2017","1","1"
"10","92935","5","2012","1","1"
"10","121308","8","2014","2","1"
"10","108806","7","2013","1","1"
"10","92808","5","2012","1","1"
"10","94108","5","2012","1","1"
"10","93757","5","2012","2","1"
"10","87854","4","2011","1","1"
"10","1570171149","10","2015","1","1"
"10","108783","7","2013","1","1"
"10","98379","6","2012","1","1"
"10","99369","6","2012","1","1"
"10","106421","6","2012","1","1"
"10","1570285669","13","2016","2","1"
"10","93347","5","2012","2","1"
"10","108823","7","2013","1","1"
"10","93337","5","2012","2","1"
"10","107362","7","2013","1","1"
"10","93384","5","2012","1","1"
"10","1570151553","10","2015","1","1"
"10","134607","9","2015","1","1"
"10","93969","5","2012","1","1"
"10","107280","7","2013","2","1"
"10","94109","5","2012","1","1"
"10","106916","7","2013","1","1"
"10","108788","7","2013","1","1"
"10","106464","6","2012","1","1"
"10","62342","1","2010","1","1"
"10","163827","14","2017","1","1"
"10","137436","9","2015","1","1"
"10","137428","9","2015","1","1"
"10","148534","12","2016","1","1"
"10","150457","12","2016","1","1"
"10","1570279863","13","2016","2","1"
"10","94024","5","2012","1","1"
"10","61540","1","2010","1","1"
"10","101087","6","2012","1","1"
"10","61446","1","2010","1","1"
"10","1570172565","10","2015","2","1"
"10","150521","12","2016","2","1"
"10","134403","9","2015","1","1"
"10","93712","5","2012","2","1"
"10","106654","7","2013","1","1"
"10","121059","8","2014","2","1"
"10","108137","6","2012","1","1"
"10","1570287768","13","2016","2","1"
"10","150074","12","2016","1","1"
"10","94072","5","2012","1","1"
"10","98339","6","2012","1","1"
"10","1570291185","13","2016","1","1"
"10","1570287851","13","2016","2","1"
"10","108801","7","2013","1","1"
"10","149613","12","2016","2","1"
"10","134484","9","2015","1","1"
"10","108093","7","2013","1","1"
"10","137450","9","2015","1","1"
"10","107300","7","2013","1","1"
"10","164213","14","2017","1","1"
"10","94020","5","2012","1","1"
"10","164241","14","2017","1","1"
"10","62469","1","2010","2","1"
"10","137451","9","2015","2","1"
"10","93335","5","2012","2","1"
"10","1570287245","13","2016","2","1"
"10","163971","14","2017","1","1"
"10","108133","6","2012","1","1"
"10","92623","5","2012","1","1"
"10","1570282605","13","2016","1","1"
"10","150126","12","2016","1","1"
"10","93955","5","2012","1","1"
"10","62519","1","2010","1","1"
"10","135368","9","2015","1","1"
"10","99334","6","2012","1","1"
"10","106885","7","2013","1","1"
"10","108804","7","2013","1","1"
"10","108134","6","2012","1","1"
"10","107315","7","2013","1","1"
"10","94076","5","2012","2","1"
"10","78415","3","2011","1","1"
"10","62543","1","2010","1","1"
"10","78483","3","2011","2","1"
"10","98383","6","2012","1","1"
"10","134620","9","2015","1","1"
"10","150454","12","2016","2","1"
"10","85743","4","2011","1","1"
"10","93917","5","2012","1","1"
"10","120880","8","2014","2","1"
"10","92106","5","2012","1","1"
"10","98356","6","2012","2","1"
"10","94077","5","2012","1","1"
"10","78495","3","2011","1","1"
"10","106634","6","2012","1","1"
"10","150484","12","2016","1","1"
"10","101273","6","2012","1","1"
"10","98329","6","2012","1","1"
"10","92829","5","2012","2","1"
"10","98423","6","2012","1","1"
"10","108132","6","2012","1","1"
"10","92940","5","2012","1","1"
"10","72976","2","2010","1","1"
"10","137394","9","2015","1","1"
"10","80848","3","2011","2","1"
"10","106683","7","2013","1","1"
"10","107306","7","2013","1","1"
"10","108972","7","2013","1","1"
"10","92751","5","2012","1","1"
"10","106396","6","2012","1","1"
"10","149669","12","2016","1","1"
"10","134515","9","2015","1","1"
"11","150492","12","2016","1","1"
"11","164240","14","2017","1","1"
"11","73666","2","2010","1","1"
"11","137503","9","2015","2","1"
"11","148484","12","2016","2","1"
"11","163927","14","2017","1","1"
"11","94052","5","2012","1","1"
"11","150081","12","2016","2","1"
"11","134501","9","2015","2","1"
"11","78222","3","2011","1","1"
"11","1570287875","13","2016","2","1"
"11","121764","8","2014","2","1"
"11","73007","2","2010","2","1"
"11","108734","7","2013","1","1"
"11","137493","9","2015","1","1"
"11","150158","12","2016","2","1"
"11","1570291071","13","2016","2","1"
"11","98348","6","2012","1","1"
"11","108766","7","2013","1","1"
"12","77335","3","2011","2","2"
"12","93972","5","2012","1","2"
"12","163918","14","2017","1","2"
"12","149724","12","2016","2","2"
"12","73926","2","2010","1","2"
"12","108701","7","2013","1","2"
"12","150510","12","2016","1","2"
"12","121708","8","2014","1","2"
"12","137452","9","2015","2","2"
"12","93573","5","2012","1","2"
"12","62443","1","2010","1","2"
"12","99311","6","2012","1","2"
"12","137332","9","2015","1","2"
"12","163693","14","2017","1","2"
"12","1570165213","10","2015","1","2"
"12","85810","4","2011","2","2"
"12","62444","1","2010","1","2"
"12","1570165195","10","2015","1","2"
"12","94070","5","2012","1","2"
"12","150070","12","2016","1","2"
"12","62241","1","2010","2","2"
"12","62479","1","2010","1","2"
"12","150464","12","2016","2","2"
"12","62503","1","2010","1","2"
"12","100026","6","2012","2","2"
"12","107277","7","2013","2","2"
"12","107196","7","2013","1","2"
"12","73243","2","2010","2","2"
"12","78416","3","2011","1","2"
"12","92816","5","2012","2","2"
"12","163864","14","2017","1","2"
"12","94074","5","2012","2","2"
"12","62467","1","2010","1","2"
"12","137419","9","2015","1","2"
"12","98360","6","2012","1","2"
"12","137337","9","2015","1","2"
"12","1570287809","13","2016","1","2"
"12","60830","1","2010","1","2"
"12","73955","2","2010","1","2"
"12","73838","2","2010","1","2"
"12","93958","5","2012","2","2"
"12","137383","9","2015","1","2"
"12","108728","7","2013","1","2"
"12","78368","3","2011","1","2"
"12","1570287743","13","2016","1","2"
"12","78467","3","2011","2","2"
"12","137294","9","2015","1","2"
"12","1570172833","10","2015","1","2"
"12","94014","5","2012","2","2"
"12","84100","4","2011","2","2"
"12","73556","2","2010","1","2"
"12","62442","1","2010","1","2"
"12","107025","7","2013","1","2"
"12","98378","6","2012","1","2"
"12","137498","9","2015","1","2"
"12","163828","14","2017","1","2"
"12","62572","1","2010","1","2"
"12","98202","6","2012","2","2"
"12","93703","5","2012","1","2"
"12","84143","4","2011","1","2"
"12","1570172831","10","2015","2","2"
"12","73835","2","2010","1","2"
"12","1570154881","10","2015","2","2"
"12","137500","9","2015","1","2"
"12","84322","4","2011","2","2"
"12","94145","5","2012","2","2"
"12","121652","8","2014","1","2"
"12","149654","12","2016","1","2"
"12","149103","12","2016","1","2"
"12","98343","6","2012","1","2"
"12","164211","14","2017","1","2"
"12","94062","5","2012","1","2"
"12","1570291080","13","2016","1","2"
"12","78349","3","2011","2","2"
"12","149122","12","2016","1","2"
"12","73314","2","2010","1","2"
"12","93386","5","2012","1","2"
"12","137415","9","2015","1","2"
"12","62512","1","2010","1","2"
"12","62505","1","2010","1","2"
"12","1570163749","10","2015","1","2"
"12","1570142765","10","2015","2","2"
"12","1570155331","10","2015","2","2"
"12","77741","3","2011","1","2"
"12","137472","9","2015","2","2"
"12","1570164061","10","2015","1","2"
"12","78215","3","2011","1","2"
"12","163915","14","2017","1","2"
"12","99924","6","2012","1","2"
"12","121704","8","2014","2","2"
"12","1570158711","10","2015","1","2"
"12","62205","1","2010","1","2"
"12","61816","1","2010","1","2"
"12","108730","7","2013","2","2"
"12","84342","4","2011","1","2"
"12","73897","2","2010","2","2"
"12","73867","2","2010","1","2"
"12","62296","1","2010","1","2"
"12","1570172025","10","2015","1","2"
"12","93949","5","2012","2","2"
"12","149549","12","2016","2","2"
"12","62473","1","2010","1","2"
"12","108698","7","2013","1","2"
"12","150452","12","2016","2","2"
"12","78297","3","2011","1","2"
"12","137431","9","2015","1","2"
"12","137475","9","2015","1","2"
