,Estacao,Data,Hora,Precipitacao,TempMaxima,TempMinima,Insolacao,Evaporacao.Piche,Temp.Comp.Media,Umidade.Relativa.Media,Velocidade.do.Vento.Media
927,1,9/12/2001,1,,81,,,27,253,81,1.381.333
928,1,9/12/2001,2,0,81,16.4,,27,253,81,
929,1,10/12/2001,1,,119,,,27,340,132,2.417.333
930,1,10/12/2001,2,0,119,14.3,,27,340,132,
931,1,11/12/2001,1,,177,,,27,472,112,2.072
932,1,11/12/2001,2,0,177,15.3,,27,472,112,
933,1,12/12/2001,1,,193,,,27,594,111,1.036
934,1,12/12/2001,2,0,193,21.5,,27,594,111,
935,1,13/12/2001,1,,177,,,27,574,123,2.59
936,1,13/12/2001,2,0,177,22.6,,27,574,123,
937,1,14/12/2001,1,,150,,,27,501,103,2.072
938,1,14/12/2001,2,0,150,22,,27,501,103,
939,1,15/12/2001,1,,138,,,27,399,111,0.518
940,1,15/12/2001,2,0.4,138,18,,27,399,111,
941,1,16/12/2001,1,,150,,,27,440,107,2.762.667
942,1,16/12/2001,2,0,150,18.4,,27,440,107,
943,1,17/12/2001,1,,171,,,27,495,64,3.280.667
944,1,17/12/2001,2,0,171,20,,27,495,64,
945,1,18/12/2001,1,,154,,,27,436,88,1.899.333
946,1,18/12/2001,2,0,154,19.2,,27,436,88,
947,1,19/12/2001,1,,195,,,27,554,59,0.777
948,1,19/12/2001,2,0,195,16.8,,27,554,59,
949,1,20/12/2001,1,,221,,,27,630,59,1.726.667
950,1,20/12/2001,2,0,221,21,,27,630,59,
951,1,21/12/2001,1,,203,,,27,497,140,1.381.333
952,1,21/12/2001,2,14,203,18,,27,497,140,
953,1,22/12/2001,2,0,203,,,27,497,140,
954,1,23/12/2001,2,0,203,,,27,497,140,
955,1,24/12/2001,1,,130,,,27,497,140,2.59
956,1,24/12/2001,2,0,130,,,27,497,140,
957,1,25/12/2001,1,,153,,,27,441,58,4.316.667
958,1,25/12/2001,2,0,153,18.1,,27,441,58,
959,1,26/12/2001,1,,167,,,27,483,55,1.726.667
960,1,26/12/2001,2,0,167,17.8,,27,483,55,
961,1,27/12/2001,1,,192,,,27,561,63,2.072
962,1,27/12/2001,2,0,192,18,,27,561,63,
963,1,28/12/2001,1,,199,,,27,596,86,1.208.667
964,1,28/12/2001,2,0,199,20.9,,27,596,86,
965,1,29/12/2001,1,,177,,,27,578,117,2.072
966,1,29/12/2001,2,0.7,177,22,,27,578,117,
967,1,30/12/2001,1,,177,,,27,578,117,2.331
968,1,30/12/2001,2,0,177,22.5,,27,578,117,
969,1,31/12/2001,1,,177,,,27,578,117,1.813
970,1,31/12/2001,2,0,177,21.4,,27,578,117,
971,1,1/1/2002,1,,184,,10.5,22,638,39,2.3
972,1,1/1/2002,2,16.2,184,22.6,,22,638,39,
973,1,2/1/2002,1,,163,,7.6,44,575,95,2.266.667
974,1,2/1/2002,2,0,163,23,,44,575,95,
975,1,3/1/2002,1,,173,,10.8,31,551,64,0.933333
976,1,3/1/2002,2,0.8,173,20,,31,551,64,
977,1,4/1/2002,1,,161,,5.8,31,523,90,1.466.667
978,1,4/1/2002,2,0,161,21.5,,31,523,90,
979,1,5/1/2002,1,,154,,1.6,31,518,114,2.033.333
980,1,5/1/2002,2,0,154,20.8,,31,518,114,
981,1,6/1/2002,1,,182,,8.1,21,602,52,1.366.667
982,1,6/1/2002,2,14.4,182,21,,21,602,52,
983,1,7/1/2002,1,,165,,11,41,563,41,2.5
984,1,7/1/2002,2,0,165,21,,41,563,41,
985,1,8/1/2002,1,,177,,9,41,568,79,1.133.333
986,1,8/1/2002,2,0,177,20.6,,41,568,79,
987,1,9/1/2002,1,,170,,7.5,34,563,80,3
988,1,9/1/2002,2,0,170,21,,34,563,80,
989,1,10/1/2002,1,,167,,7,33,581,87,3.033.333
990,1,10/1/2002,2,0,167,21.9,,33,581,87,
991,1,11/1/2002,1,,192,,3.8,32,623,95,2.266.667
992,1,11/1/2002,2,0.2,192,22.8,,32,623,95,
993,1,12/1/2002,1,,195,,4.9,33,622,83,0.7
994,1,12/1/2002,2,0,195,22.3,,33,622,83,
995,1,13/01/2002,1,,171,,2.3,36,582,106,1.7
996,1,13/01/2002,2,0,171,22.2,,36,582,106,
997,1,14/01/2002,1,,180,,5.6,26,553,129,2.266.667
998,1,14/01/2002,2,0.7,180,22,,26,553,129,
999,1,15/01/2002,1,,144,,6.7,33,447,33,2.533.333
1000,1,15/01/2002,2,2.7,144,20.7,,33,447,33,
1001,1,16/01/2002,1,,140,,7.1,45,403,54,1.966.667
1002,1,16/01/2002,2,0,140,16.7,,45,403,54,
1003,1,17/01/2002,1,,147,,7.4,33,417,34,1.633.333
1004,1,17/01/2002,2,0,147,16.4,,33,417,34,
1005,1,18/01/2002,1,,152,,8.6,41,435,45,1.8
1006,1,18/01/2002,2,0,152,17,,41,435,45,
1007,1,19/01/2002,1,,179,,9.7,50,499,42,2.233.333
1008,1,19/01/2002,2,0,179,18,,50,499,42,
1009,1,20/01/2002,1,,223,,10.9,51,641,24,1.5
1010,1,20/01/2002,2,0,223,20,,51,641,24,
1011,1,21/01/2002,1,,195,,6,57,649,52,1.966.667
1012,1,21/01/2002,2,0,195,22.6,,57,649,52,
1013,1,22/01/2002,1,,163,,3.7,36,556,138,0.7
1014,1,22/01/2002,2,7,163,22.2,,36,556,138,
1015,1,23/01/2002,1,,195,,8.1,14,614,62,1.466.667
1016,1,23/01/2002,2,13.4,195,21,,14,614,62,
1017,1,24/01/2002,1,,187,,4.4,33,590,109,1.633.333
1018,1,24/01/2002,2,0,187,21.8,,33,590,109,
1019,1,25/01/2002,1,,177,,7.5,27,503,118,1.2
1020,1,25/01/2002,2,11.5,177,20,,27,503,118,
1021,1,26/01/2002,1,,159,,1,28,560,116,0.666667
1022,1,26/01/2002,2,0,159,21,,28,560,116,
1023,1,27/01/2002,1,,150,,1.6,15,557,127,1.8
1024,1,27/01/2002,2,5,150,23,,15,557,127,
1025,1,28/01/2002,1,,189,,9.7,21,616,53,1.2
1026,1,28/01/2002,2,0.2,189,22,,21,616,53,
1027,1,29/01/2002,1,,215,,10.9,44,647,8,1.133.333
1028,1,29/01/2002,2,0,215,21,,44,647,8,
1029,1,30/01/2002,1,,221,,11.4,59,642,38,0.7
1030,1,30/01/2002,2,0,221,19.7,,59,642,38,
1031,1,31/01/2002,1,,138,,0.2,52,543,137,1.533.333
1032,1,31/01/2002,2,0.3,138,23.2,,52,543,137,
1033,1,1/2/2002,1,,162,,9.7,15,537,60,2.866.667
1034,1,1/2/2002,2,11.3,162,20.4,,15,537,60,
1035,1,2/2/2002,1,,146,,10.4,60,423,48,2.266.667
1036,1,2/2/2002,2,0,146,18.2,,60,423,48,
1037,1,3/2/2002,1,,136,,7.4,39,418,63,1.233.333
1038,1,3/2/2002,2,0.3,136,18.1,,39,418,63,
1039,1,4/2/2002,1,,175,,11.2,43,470,46,1.433.333
1040,1,4/2/2002,2,0,175,16.6,,43,470,46,
1041,1,5/2/2002,1,,183,,7.5,44,532,72,0.6
1042,1,5/2/2002,2,0,183,18.1,,44,532,72,
1043,1,6/2/2002,1,,148,,4.9,30,470,140,1.166.667
1044,1,6/2/2002,2,1,148,20,,30,470,140,
1045,1,7/2/2002,1,,154,,1.5,18,429,125,1.366.667
1046,1,7/2/2002,2,3.5,154,19.3,,18,429,125,
1047,1,8/2/2002,1,,173,,8,15,470,109,1.566.667
1048,1,8/2/2002,2,19.5,173,19.4,,15,470,109,
1049,1,9/2/2002,1,,176,,5.8,25,460,102,1.5
1050,1,9/2/2002,2,1.8,176,18.9,,25,460,102,
1051,1,10/2/2002,1,,165,,4.2,27,464,105,1.7
1052,1,10/2/2002,2,8.7,165,18.8,,27,464,105,
1053,1,11/2/2002,1,,189,,11.3,18,553,78,1.2
1054,1,11/2/2002,2,4.4,189,18.7,,18,553,78,
1055,1,12/2/2002,1,,175,,3.3,38,529,120,1.8
1056,1,12/2/2002,2,0,175,21.3,,38,529,120,
1057,1,13/02/2002,1,,175,,5.7,19,497,136,0.7
1058,1,13/02/2002,2,11.1,175,20.2,,19,497,136,
1059,1,14/02/2002,1,,186,,10.6,18,568,92,1.133.333
1060,1,14/02/2002,2,17.8,186,20.3,,18,568,92,
1061,1,15/02/2002,1,,176,,7,27,546,106,1.833.333
1062,1,15/02/2002,2,0,176,21.4,,27,546,106,
1063,1,16/02/2002,1,,154,,5,24,490,101,1.8
1064,1,16/02/2002,2,0,154,19.9,,24,490,101,
1065,1,17/02/2002,1,,134,,3.9,31,425,69,2.1
1066,1,17/02/2002,2,0.3,134,19.6,,31,425,69,
1067,1,18/02/2002,1,,167,,11.3,36,507,53,2.366.667
1068,1,18/02/2002,2,0,167,19.7,,36,507,53,
1069,1,19/02/2002,1,,161,,6.3,50,535,74,1.666.667
1070,1,19/02/2002,2,0,161,20.5,,50,535,74,
1071,1,20/02/2002,1,,175,,3,43,555,87,0.966667
1072,1,20/02/2002,2,0,175,22,,43,555,87,
1073,1,21/02/2002,1,,202,,6.9,19,607,72,0.8
1074,1,21/02/2002,2,0,202,21.6,,19,607,72,
1075,1,22/02/2002,1,,171,,5.6,33,546,91,2.9
1076,1,22/02/2002,2,0,171,22.4,,33,546,91,
1077,1,23/02/2002,1,,174,,8.3,31,481,77,3.966.667
1078,1,23/02/2002,2,0.9,174,19.3,,31,481,77,
1079,1,24/02/2002,1,,138,,10.3,39,371,45,1.2
1080,1,24/02/2002,2,2.4,138,17.1,,39,371,45,
1081,1,25/02/2002,1,,175,,11.5,38,462,61,1.633.333
1082,1,25/02/2002,2,0,175,15,,38,462,61,
1083,1,26/02/2002,1,,206,,11.6,39,603,41,1.466.667
1084,1,26/02/2002,2,0,206,18.8,,39,603,41,
1085,1,27/02/2002,1,,221,,11.4,48,663,9,1.633.333
1086,1,27/02/2002,2,0,221,21.9,,48,663,9,
1087,1,28/02/2002,1,,215,,11.4,59,674,25,2.366.667
1088,1,28/02/2002,2,0,215,24.2,,59,674,25,
1089,1,1/3/2002,1,,167,,0,56,471,155,1.133.333
1090,1,1/3/2002,2,15.5,167,20.3,,56,471,155,
1091,1,2/3/2002,1,,125,,1.4,14,420,97,2.266.667
1092,1,2/3/2002,2,10.4,125,18.6,,14,420,97,
1093,1,3/3/2002,1,,193,,10.6,33,576,101,1.266.667
1094,1,3/3/2002,2,0,193,20.2,,33,576,101,
1095,1,4/3/2002,1,,217,,9.4,41,668,57,2.8
1096,1,4/3/2002,2,0,217,22,,41,668,57,
1097,1,5/3/2002,1,,169,,1.7,43,579,123,0.866667
1098,1,5/3/2002,2,2,169,22.5,,43,579,123,
1099,1,6/3/2002,1,,159,,1.8,18,542,136,0.6
1100,1,6/3/2002,2,5.5,159,22,,18,542,136,
1101,1,7/3/2002,1,,188,,5.7,18,638,98,0.6
1102,1,7/3/2002,2,0,188,22.2,,18,638,98,
1103,1,8/3/2002,1,,212,,7.2,33,664,86,1.133.333
1104,1,8/3/2002,2,0,212,25,,33,664,86,
1105,1,9/3/2002,1,,228,,10.7,32,677,50,0.433333
1106,1,9/3/2002,2,1.2,228,23.4,,32,677,50,
1107,1,10/3/2002,1,,232,,9.7,47,678,19,0.766667
1108,1,10/3/2002,2,0,232,26.4,,47,678,19,
1109,1,11/3/2002,1,,193,,6,57,667,71,1.266.667
1110,1,11/3/2002,2,0,193,25.8,,57,667,71,
1111,1,12/3/2002,1,,156,,2.4,34,606,115,1.9
1112,1,12/3/2002,2,0.9,156,23.4,,34,606,115,
1113,1,13/03/2002,1,,189,,2.6,16,626,125,0.5
1114,1,13/03/2002,2,0.1,189,23.8,,16,626,125,
1115,1,14/03/2002,1,,182,,6.2,26,634,110,0.933333
1116,1,14/03/2002,2,3,182,23,,26,634,110,
1117,1,15/03/2002,1,,222,,10.7,28,669,54,0.7
1118,1,15/03/2002,2,0,222,24,,28,669,54,
1119,1,16/03/2002,1,,224,,9.7,46,676,58,0.6
1120,1,16/03/2002,2,0,224,24,,46,676,58,
1121,1,17/03/2002,1,,214,,6.8,46,639,129,2.9
1122,1,17/03/2002,2,0,214,23.4,,46,639,129,
1123,1,18/03/2002,1,,179,,4.4,22,588,118,1.2
1124,1,18/03/2002,2,4.3,179,21.4,,22,588,118,
1125,1,19/03/2002,1,,169,,0.9,25,571,141,1.8
1126,1,19/03/2002,2,0,169,22.8,,25,571,141,
1127,1,20/03/2002,1,,150,,5.1,18,513,124,2.366.667
1128,1,20/03/2002,2,15.9,150,22.6,,18,513,124,
1129,1,21/03/2002,1,,128,,4.7,16,426,107,2.633.333
1130,1,21/03/2002,2,14.3,128,19.6,,16,426,107,
1131,1,22/03/2002,1,,185,,10,28,536,76,1.366.667
1132,1,22/03/2002,2,0.6,185,18.9,,28,536,76,
1133,1,23/03/2002,1,,180,,5.1,45,582,85,0.7
1134,1,23/03/2002,2,0,180,21.2,,45,582,85,
1135,1,24/03/2002,1,,191,,6.9,24,614,84,1.233.333
1136,1,24/03/2002,2,0,191,21.8,,24,614,84,
1137,1,25/03/2002,1,,177,,4.2,30,600,120,1.966.667
1138,1,25/03/2002,2,0,177,23,,30,600,120,
1139,1,26/03/2002,1,,163,,5.9,19,520,122,1.233.333
1140,1,26/03/2002,2,24.1,163,20,,19,520,122,
1141,1,27/03/2002,1,,140,,1.6,19,454,148,0.7
1142,1,27/03/2002,2,0,140,20.8,,19,454,148,
1143,1,28/03/2002,1,,154,,4.2,32,517,142,2.866.667
1144,1,28/03/2002,2,19.4,154,20,,32,517,142,
1145,1,29/03/2002,1,,210,,9.8,21,661,70,0.533333
1146,1,29/03/2002,2,0,210,22,,21,661,70,
1147,1,30/03/2002,1,,223,,8.9,49,631,82,1.6
1148,1,30/03/2002,2,0,223,22.5,,49,631,82,
1149,1,31/03/2002,1,,99,,0,55,349,162,1.066.667
1150,1,31/03/2002,2,35,99,19,,55,349,162,
1151,1,1/4/2002,1,,117,,10,11,240,68,3.366.667
1152,1,1/4/2002,2,10,117,14.8,,11,240,68,
1153,1,2/4/2002,1,,95,,9.9,20,200,70,1.8
1154,1,2/4/2002,2,0,95,12.2,,20,200,70,
1155,1,3/4/2002,1,,128,,9.6,37,272,88,1.133.333
1156,1,3/4/2002,2,0,128,11.6,,37,272,88,
1157,1,4/4/2002,1,,150,,10,27,419,94,1.9
1158,1,4/4/2002,2,0,150,17,,27,419,94,
1159,1,5/4/2002,1,,158,,8.9,34,485,71,1.9
1160,1,5/4/2002,2,0,158,19,,34,485,71,
1161,1,6/4/2002,1,,172,,9.7,43,512,78,1.533.333
1162,1,6/4/2002,2,0,172,19.6,,43,512,78,
1163,1,7/4/2002,1,,179,,10,29,529,71,1.333.333
1164,1,7/4/2002,2,0,179,19.6,,29,529,71,
1165,1,8/4/2002,1,,168,,6.7,44,541,90,1.2
1166,1,8/4/2002,2,0,168,21.3,,44,541,90,
1167,1,9/4/2002,1,,186,,7.1,27,563,79,0.8
1168,1,9/4/2002,2,0,186,20,,27,563,79,
1169,1,10/4/2002,1,,180,,5.4,32,569,104,0.866667
1170,1,10/4/2002,2,0,180,20,,32,569,104,
1171,1,11/4/2002,1,,146,,1,22,522,150,0.966667
1172,1,11/4/2002,2,5.6,146,22.6,,22,522,150,
1173,1,12/4/2002,1,,128,,1.5,11,430,121,3.066.667
1174,1,12/4/2002,2,13.6,128,20.8,,11,430,121,
1175,1,13/04/2002,1,,101,,0.1,17,339,161,1.966.667
1176,1,13/04/2002,2,1.4,101,19,,17,339,161,
1177,1,14/04/2002,1,,87,,0,9,346,171,2.033.333
1178,1,14/04/2002,2,2.7,87,18.8,,9,346,171,
1179,1,15/04/2002,1,,119,,0.2,6,409,159,1.633.333
1180,1,15/04/2002,2,0.8,119,20,,6,409,159,
1181,1,16/04/2002,1,,159,,6.9,9,513,141,1.533.333
1182,1,16/04/2002,2,1.1,159,20.6,,9,513,141,
1183,1,17/04/2002,1,,128,,4.5,22,406,91,2.966.667
1184,1,17/04/2002,2,13.1,128,18,,22,406,91,
1185,1,18/04/2002,1,,103,,2.2,21,308,118,1.133.333
1186,1,18/04/2002,2,2.5,103,17.8,,21,308,118,
1187,1,19/04/2002,1,,150,,7.1,21,448,105,1.3
1188,1,19/04/2002,2,0,150,16.5,,21,448,105,
1189,1,20/04/2002,1,,121,,0.2,32,355,123,0.933333
1190,1,20/04/2002,2,24.2,121,18.6,,32,355,123,
1191,1,21/04/2002,1,,80,,10.5,18,154,70,1.033.333
1192,1,21/04/2002,2,12.2,80,12.7,,18,154,70,
1193,1,22/04/2002,1,,101,,0.7,26,301,121,1.7
1194,1,22/04/2002,2,0,101,14,,26,301,121,
1195,1,23/04/2002,1,,171,,1.3,19,495,107,0.9
1196,1,23/04/2002,2,0,171,18.5,,62,495,107,
1197,1,24/04/2002,1,,121,,3.3,34,419,141,3.233.333
1198,1,24/04/2002,2,2.8,121,20.8,,34,419,141,
1199,1,25/04/2002,1,,114,,0.6,6,394,145,1.366.667
1200,1,25/04/2002,2,7.4,114,20,,6,394,145,
1201,1,26/04/2002,1,,85,,0,11,333,163,1.133.333
1202,1,26/04/2002,2,0,85,19,,11,333,163,
1203,1,27/04/2002,1,,89,,8.6,11,181,86,0.866667
1204,1,27/04/2002,2,23.1,89,13.2,,11,181,86,
1205,1,28/04/2002,1,,120,,8.3,19,211,122,0.866667
1206,1,28/04/2002,2,0,120,10.5,,19,211,122,
1207,1,29/04/2002,1,,88,,0.5,17,271,171,0.7
1208,1,29/04/2002,2,0,88,16,,17,271,171,
1209,1,30/04/2002,1,,73,,0,3,232,163,1.2
1210,1,30/04/2002,2,18.9,73,15.5,,3,232,163,
1211,1,1/5/2002,1,,98,,3.7,3,273,148,137.184
1212,1,1/5/2002,2,3,98,17,,3,273,148,
1213,1,2/5/2002,1,,116,,4.8,3,326,141,102.888
1214,1,2/5/2002,2,0,116,16.7,,3,326,141,
1215,1,3/5/2002,1,,113,,6.3,3,274,131,0.68592
1216,1,3/5/2002,2,0.1,113,15.2,,3,274,131,
1217,1,4/5/2002,1,,109,,7.9,3,215,120,102.888
1218,1,4/5/2002,2,0,109,14,,3,215,120,
1219,1,5/5/2002,1,,86,,0,3,222,138,17.148
1220,1,5/5/2002,2,0,86,13,,3,222,138,
1221,1,6/5/2002,1,,95,,0.1,3,323,139,188.628
1222,1,6/5/2002,2,0,95,18,,3,323,139,
1223,1,7/5/2002,1,,76,,0.7,3,270,179,120.036
1224,1,7/5/2002,2,0.4,76,17.7,,3,270,179,
1225,1,8/5/2002,1,,92,,0.1,3,303,159,0.8574
1226,1,8/5/2002,2,10,92,17.8,,3,303,159,
1227,1,9/5/2002,1,,101,,3.8,3,230,156,137.184
1228,1,9/5/2002,2,0,101,13.8,,3,230,156,
1229,1,10/5/2002,1,,140,,7.6,3,333,133,0.68592
1230,1,10/5/2002,2,0.1,140,14.7,,3,333,133,
1231,1,11/5/2002,1,,159,,6.7,3,436,122,0.34296
1232,1,11/5/2002,2,0,159,17.5,,3,436,122,
1233,1,12/5/2002,1,,172,,8.5,3,453,113,0.8574
1234,1,12/5/2002,2,0,172,17,,3,453,113,
1235,1,13/05/2002,1,,189,,8.4,3,530,78,102.888
1236,1,13/05/2002,2,0,189,19,,3,530,78,
1237,1,14/05/2002,1,,185,,8.2,3,514,75,0.51444
1238,1,14/05/2002,2,0,185,18,,3,514,75,
1239,1,15/05/2002,1,,168,,2.3,3,437,163,188.628
1240,1,15/05/2002,2,0,168,21,,3,437,163,
1241,1,16/05/2002,1,,95,,0.4,3,328,149,137.184
1242,1,16/05/2002,2,43,95,18.1,,3,328,149,
1243,1,17/05/2002,1,,85,,0.6,3,282,167,102.888
1244,1,17/05/2002,2,0.1,85,16.3,,3,282,167,
1245,1,18/05/2002,1,,125,,0.5,3,391,143,0.8574
1246,1,18/05/2002,2,0,125,18.5,,3,391,143,
1247,1,19/05/2002,1,,90,,0.2,3,288,145,17.148
1248,1,19/05/2002,2,11,90,18.4,,3,288,145,
1249,1,20/05/2002,1,,55,,0,3,190,178,120.036
1250,1,20/05/2002,2,58,55,14.5,,3,190,178,
1251,1,21/05/2002,1,,58,,0.5,3,169,122,120.036
1252,1,21/05/2002,2,0,58,15,,3,169,122,
1253,1,22/05/2002,1,,77,,3,3,151,139,120.036
1254,1,22/05/2002,2,0.5,77,11.9,,3,151,139,
1255,1,23/05/2002,1,,101,,8.5,3,230,83,154.332
1256,1,23/05/2002,2,0.1,101,14.2,,3,230,83,
1257,1,24/05/2002,1,,111,,8.5,3,194,116,0.8574
1258,1,24/05/2002,2,0,111,11,,3,194,116,
1259,1,25/05/2002,1,,113,,7.6,3,220,110,102.888
1260,1,25/05/2002,2,0,113,12.9,,3,220,110,
1261,1,26/05/2002,1,,109,,7.1,3,214,100,120.036
1262,1,26/05/2002,2,0,109,12.1,,3,214,100,
1263,1,27/05/2002,1,,121,,0.9,3,283,106,102.888
1264,1,27/05/2002,2,0,121,14,,3,283,106,
1265,1,28/05/2002,1,,158,,7.3,3,382,89,154.332
1266,1,28/05/2002,2,0,158,15.6,,3,382,89,
1267,1,29/05/2002,1,,73,,0,3,302,162,102.888
1268,1,29/05/2002,2,0,73,19.2,,3,302,162,
1269,1,30/05/2002,1,,74,,0.1,3,258,164,0.68592
1270,1,30/05/2002,2,14,74,17,,3,258,164,
1271,1,31/05/2002,1,,93,,0,3,203,165,222.924
1272,1,31/05/2002,2,0.1,93,16,,3,203,165,
1273,1,1/6/2002,1,,115,,7.7,3,234,130,0.8574
1274,1,1/6/2002,2,0,115,12,,3,234,130,
1275,1,2/6/2002,1,,98,,1.1,3,301,163,120.036
1276,1,2/6/2002,2,0,98,16,,3,301,163,
1277,1,3/6/2002,1,,98,,1.1,3,328,160,222.924
1278,1,3/6/2002,2,10,98,18.3,,3,328,160,
1279,1,4/6/2002,1,,171,,7.4,3,446,111,0.8574
1280,1,4/6/2002,2,8,171,17,,3,446,111,
1281,1,5/6/2002,1,,174,,7.5,3,513,43,188.628
1282,1,5/6/2002,2,0,174,19,,3,513,43,
1283,1,6/6/2002,1,,116,,0,3,234,168,137.184
1284,1,6/6/2002,2,5,116,16.6,,3,234,168,
1285,1,7/6/2002,1,,49,,0,3,170,181,188.628
1286,1,7/6/2002,2,46,49,14.8,,3,170,181,
1287,1,8/6/2002,1,,64,,0,3,209,136,17.148
1288,1,8/6/2002,2,24,64,15,,3,209,136,
1289,1,9/6/2002,1,,70,,0,3,278,177,17.148
1290,1,9/6/2002,2,0,70,17,,3,278,177,
1291,1,10/6/2002,1,,68,,7.9,3,46,81,154.332
1292,1,10/6/2002,2,48,68,10.6,,3,46,81,
1293,1,11/6/2002,1,,15,,0,3,37,162,0.68592
1294,1,11/6/2002,2,8,15,9.4,,3,37,162,
1295,1,12/6/2002,1,,21,,0.5,3,38,117,137.184
1296,1,12/6/2002,2,4,21,9.6,,3,38,117,
1297,1,13/06/2002,1,,19,,0,3,49,138,0.8574
1298,1,13/06/2002,2,0,19,10.8,,3,49,138,
1299,1,14/06/2002,1,,38,,8.1,3,30,116,0.68592
1300,1,14/06/2002,2,0,38,11.2,,3,30,116,
1301,1,15/06/2002,1,,60,,5.6,3,45,137,137.184
1302,1,15/06/2002,2,0,60,5.6,,3,45,137,
1303,1,16/06/2002,1,,78,,0,3,207,159,0.68592
1304,1,16/06/2002,2,0,78,14,,3,207,159,
1305,1,17/06/2002,1,,117,,6.4,3,252,151,0.34296
1306,1,17/06/2002,2,0,117,14.2,,3,252,151,
1307,1,18/06/2002,1,,60,,0.5,3,140,154,154.332
1308,1,18/06/2002,2,22,60,14,,3,140,154,
1309,1,19/06/2002,1,,48,,7.9,3,35,156,0.8574
1310,1,19/06/2002,2,0.2,48,8.6,,3,35,156,
1311,1,20/06/2002,1,,83,,6.7,3,101,149,0.34296
1312,1,20/06/2002,2,0.1,83,8.3,,3,101,149,
1313,1,21/06/2002,1,,29,,0.8,3,31,85,17.148
1314,1,21/06/2002,2,0,29,9.4,,3,31,85,
1315,1,22/06/2002,1,,10,,7.6,3,695,89,137.184
1316,1,22/06/2002,2,0,10,6.8,,3,695,89,
1317,1,23/06/2002,1,,16,,3.6,3,698,144,0.8574
1318,1,23/06/2002,2,0,16,3.4,,3,698,144,
1319,1,24/06/2002,1,,11,,7.7,3,696,81,137.184
1320,1,24/06/2002,2,0,11,3.8,,3,696,81,
1321,1,25/06/2002,1,,22,,7.8,3,692,140,0.68592
1322,1,25/06/2002,2,0,22,3.8,,3,692,140,
1323,1,26/06/2002,1,,53,,6.1,3,29,144,0.8574
1324,1,26/06/2002,2,0,53,5,,3,29,144,
1325,1,27/06/2002,1,,109,,5.8,3,152,103,102.888
1326,1,27/06/2002,2,0.1,109,7.4,,3,152,103,
1327,1,28/06/2002,1,,160,,7.9,3,334,75,0.68592
1328,1,28/06/2002,2,0,160,12.6,,3,334,75,
1329,1,29/06/2002,1,,160,,4.8,3,420,96,0.68592
1330,1,29/06/2002,2,0,160,16.6,,3,420,96,
1331,1,30/06/2002,1,,160,,1.1,3,228,176,137.184
1332,1,30/06/2002,2,6,160,18,,3,228,176,
1333,1,1/7/2002,1,,39,,0,3,111,173,2.666.667
1334,1,1/7/2002,2,11.3,39,13.2,,3,111,173,
1335,1,2/7/2002,1,,101,,6.5,3,257,155,0.7
1336,1,2/7/2002,2,24.4,101,14.2,,3,257,155,
1337,1,3/7/2002,1,,123,,1,3,301,145,0.7
1338,1,3/7/2002,2,0,123,15.2,,3,301,145,
1339,1,4/7/2002,1,,117,,1,3,282,144,0.433333
1340,1,4/7/2002,2,0,117,16.2,,3,282,144,
1341,1,5/7/2002,1,,100,,0,3,263,165,0.233333
1342,1,5/7/2002,2,0,100,15,,3,263,165,
1343,1,6/7/2002,1,,76,,0,3,196,165,1.766.667
1344,1,6/7/2002,2,0,76,15.4,,3,196,165,
1345,1,7/7/2002,1,,38,,0,3,72,165,1.566.667
1346,1,7/7/2002,2,19.6,38,12.2,,3,72,165,
1347,1,8/7/2002,1,,4,,3.7,3,718,101,2.933.333
1348,1,8/7/2002,2,3.5,4,7.7,,3,718,101,
1349,1,9/7/2002,1,,25,,2.9,3,1,123,0.866667
1350,1,9/7/2002,2,0,25,8.6,,3,1,123,
1351,1,10/7/2002,1,,7,,1,3,713,124,0.7
1352,1,10/7/2002,2,0,7,6.8,,3,713,124,
1353,1,11/7/2002,1,,16,,5.2,3,701,109,1.433.333
1354,1,11/7/2002,2,0,16,6.3,,3,701,109,
1355,1,12/7/2002,1,,26,,7.4,3,703,134,0.7
1356,1,12/7/2002,2,0,26,4.7,,3,703,134,
1357,1,13/07/2002,1,,35,,8.1,3,27,112,
1358,1,14/07/2002,1,,35,,,3,48,128,1.7
1359,1,14/07/2002,2,0,35,7.6,,3,48,128,
1360,1,15/07/2002,1,,82,,7.7,3,73,102,1.066.667
1361,1,15/07/2002,2,0,82,7.6,,3,73,102,
1362,1,16/07/2002,1,,82,,8,3,102,116,1.766.667
1363,1,16/07/2002,2,0,82,8.8,,3,102,116,
1364,1,17/07/2002,1,,51,,3.5,3,69,143,0.5
1365,1,17/07/2002,2,,51,11.1,,3,69,143,
1366,1,18/07/2002,1,,78,,7.7,3,141,85,3.1
1367,1,18/07/2002,2,0,78,11,,3,141,85,
1368,1,19/07/2002,1,,87,,3.8,3,145,101,0.566667
1369,1,19/07/2002,2,0,87,10.8,,3,145,101,
1370,1,20/07/2002,1,,103,,6.9,3,160,109,1.233.333
1371,1,20/07/2002,2,0,103,10.2,,3,160,109,
1372,1,21/07/2002,1,,74,,0,3,246,162,1.233.333
1373,1,21/07/2002,2,5.7,74,16,,3,246,162,
1374,1,22/07/2002,1,,122,,1,3,301,89,3.866.667
1375,1,22/07/2002,2,6.1,122,17,%^&,3,301,89,
1376,1,23/07/2002,1,,95,,8.7,3,146,96,2.3
